BeginDate, Name, Status, ContentType, Size, Time
2018-10-24T09:39:19.703Z,tweet_button.d328c7f57390816f2ce8731a90775028.en.html,200,html,32903,250.075612864923
2018-10-24T09:39:19.705Z,tweet_button.d328c7f57390816f2ce8731a90775028.en.html,200,html,32903,387.989442170074
2018-10-24T09:39:19.707Z,tweet_button.d328c7f57390816f2ce8731a90775028.en.html,200,html,32903,347.326379972976
2018-10-24T09:39:19.711Z,tweet_button.d328c7f57390816f2ce8731a90775028.en.html,200,html,32903,347.27170802746
2018-10-24T09:39:19.719Z,collect?v=1&_v=j71&a=785537905&t=pageview&_s=1&dl=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2F&ul=en-us&de=UTF-8&dt=Blogs%20%7C%20Developer%20Express%20Inc.&sd=24-bit&sr=1920x1080&vp=1063x969&je=0&_u=SCCAAEAr~&jid=359198991&gjid=161797886&cid=1236788306.1534347419&uid=6f986e30-bc60-4ae5-97a8-96295aad6091&tid=UA-1384678-1&_gid=216338576.1540373437&_r=1&gtm=GafTP4P4KW&cd3=SignedIn&cd4=6f986e30-bc60-4ae5-97a8-96295aad6091&z=1769812424,302,html,0,69.3356221239083
2018-10-24T09:39:19.778Z,get_static_config.0.1916.5.6.326.217.69.12.6.6.5.5.4.js?&jsonp=__lc_data_static_config,200,json,6712,43.8554630544968
2018-10-24T09:39:19.788Z,collect?v=1&aip=1&t=dc&_r=3&tid=UA-1384678-1&cid=1236788306.1534347419&jid=359198991&uid=6f986e30-bc60-4ae5-97a8-96295aad6091&_gid=216338576.1540373437&gjid=161797886&_v=j71&z=1769812424,200,gif,35,184.978685245099
2018-10-24T09:39:19.826Z,localization.en.0.043117e7a56a2e3ea008a802da2a0076_76f923c2eba6a046097594e701072888.js?jsonp=__lc_lang,200,json,7700,41.7454060532618
2018-10-24T09:39:19.857Z,open_chat.cgi?groups=0&embedded=1&newWebserv=undefined&__lc_vv=2&session_id=S1534347419.943e87068b&server=secure.livechatinc.com,200,html,968,352.051708110841
2018-10-24T09:39:19.843Z,chat_widget_init?data=%7B%22script_load_duration_ms%22%3A233%2C%22license_number%22%3A4103151%2C%22lc_version%22%3A%222%22%2C%22chat_widget_type%22%3A%22embedded%22%2C%22timezone_offset%22%3A%22-180%22%2C%22region%22%3A%22dal%22%2C%22script_version%22%3A%2220181018171920%22%2C%22navigation_load_duration_ms%22%3A2387%7D,200,plain,0,290.419484035306
2018-10-24T09:39:20.233Z,embedded.20181018171920.js,200,javascript,475172,114.813475730829
2018-10-24T09:39:20.313Z,jot,302,html,0,461.060532117961
2018-10-24T09:39:20.774Z,jot.html,200,html,80,69.4683552053757
2018-10-24T09:39:20.936Z,livechat-classic_f726105e9a.ttf?uw2fw7,200,octet-stream,3060,143.85442695359
2018-10-24T09:39:20.947Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df12e41e296cae14%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Fjavascript%2Farchive%2F2018%2F10%2F23%2Fdevextreme-for-angular-new-responsive-application-layouts-and-cli-tools-v18-2.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59207,555.294785958402
2018-10-24T09:39:20.949Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df22e86ae699211%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Freporting%2Farchive%2F2018%2F10%2F23%2Freporting-picture-box-enhancements-v18-2.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59016,333.318613960873
2018-10-24T09:39:20.952Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df25bf14261cf444%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Fmarkmiller%2Farchive%2F2018%2F10%2F22%2Fintroducing-coderush-server-pre-release.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59013,388.24684281298
2018-10-24T09:39:20.955Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df2f00d26d449d%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Fmarkmiller%2Farchive%2F2018%2F10%2F19%2Fcoderush-new-release-v18-1-13-for-visual-studio.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59063,420.340829186141
2018-10-24T09:39:20.957Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df2f8c52cca70144%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Fjavascript%2Farchive%2F2018%2F10%2F19%2Fdevextreme-real-time-ui-updates-and-new-push-api-v18-2.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59092,460.719560082536
2018-10-24T09:39:20.959Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Dfdb9c09fcdaa6c%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Freporting%2Farchive%2F2018%2F10%2F18%2Freporting-vertical-bands-v18-2.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,58966,413.377845018869
2018-10-24T09:39:20.961Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df1dfc30aa1c51a8%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Foffice%2Farchive%2F2018%2F10%2F17%2Fpdf-document-api-visual-signatures-coming-soon-in-v18-2.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59055,407.503573994851
2018-10-24T09:39:20.964Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df11e42baad7db3%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Fxpo%2Farchive%2F2018%2F10%2F16%2Fxpo-async-await-method-support-v18-2.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,58979,314.229756894056
2018-10-24T09:39:20.966Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df1bb63117a5d47%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Fjavascript%2Farchive%2F2018%2F10%2F16%2Fdevextreme-react-chart-color-palettes-and-pie-chart-legends-v1-8-0.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59149,704.458569138544
2018-10-24T09:39:20.968Z,like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Dfb4af15f5a1794%26domain%3Dcommunity.devexpress.com%26origin%3Dhttps%253A%252F%252Fcommunity.devexpress.com%252Ff293c93e20c3274%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fcommunity.devexpress.com%2Fblogs%2Fanalytics%2Farchive%2F2018%2F10%2F16%2Fwinforms-asp-net-chart-control-built-in-drill-down-v18-2.aspx&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false&width=100,200,html,59109,697.713446234353
2018-10-24T09:39:21.234Z,lH1ibRl5GKq.png,200,png,222,176.876431128709
2018-10-24T09:39:21.236Z,HdLd4GQsrHG.js,200,x-javascript,489416,236.323373164749
2018-10-24T09:39:21.305Z,lH1ibRl5GKq.png,200,png,222,360.986374159809
2018-10-24T09:39:21.308Z,HdLd4GQsrHG.js,200,x-javascript,489416,188.010514925234
2018-10-24T09:39:21.321Z,lH1ibRl5GKq.png,200,png,222,345.257437833352
2018-10-24T09:39:21.324Z,HdLd4GQsrHG.js,200,x-javascript,489416,189.460741790244
2018-10-24T09:39:21.401Z,lH1ibRl5GKq.png,200,png,222,265.230427019065
2018-10-24T09:39:21.404Z,HdLd4GQsrHG.js,200,x-javascript,489416,150.524391938699
2018-10-24T09:39:21.415Z,lH1ibRl5GKq.png,200,png,222,251.986547988374
2018-10-24T09:39:21.419Z,HdLd4GQsrHG.js,200,x-javascript,489416,153.441474264255
2018-10-24T09:39:21.432Z,lH1ibRl5GKq.png,200,png,222,234.613411182538
2018-10-24T09:39:21.435Z,HdLd4GQsrHG.js,200,x-javascript,489416,173.131385784829
2018-10-24T09:39:21.463Z,lH1ibRl5GKq.png,200,png,222,203.881412935676
2018-10-24T09:39:21.466Z,HdLd4GQsrHG.js,200,x-javascript,489416,162.580397003796
2018-10-24T09:39:21.474Z,lH1ibRl5GKq.png,200,png,222,193.684298823355
2018-10-24T09:39:21.475Z,HdLd4GQsrHG.js,200,x-javascript,489416,193.601282122778
2018-10-24T09:39:21.714Z,lH1ibRl5GKq.png,200,png,222,66.3654050934128
2018-10-24T09:39:21.717Z,HdLd4GQsrHG.js,200,x-javascript,489416,74.5513882599771
2018-10-24T09:39:21.719Z,lH1ibRl5GKq.png,200,png,222,70.151339050848
2018-10-24T09:39:21.721Z,HdLd4GQsrHG.js,200,x-javascript,489416,73.8494300367311
